CROPS,STR_OF_PRODUCTION,COUNTRY,YEAR,OBS_VALUE
Apples,PR,ES,1996,899.4
Apples,PR,ES,1997,983.7
Apples,PR,ES,1998,735.9
Apples,PR,ES,1999,988.4
Apples,PR,FI,1984,2.6
Apples,PR,FI,1985,1.7
Apples,PR,FI,1986,2.3
Apples,PR,FI,1987,1.0
Apples,PR,FI,1988,1.5
Apples,PR,FI,1989,2.5
Apples,PR,FI,1990,2.4
Apples,PR,FI,1991,2.0
Apples,PR,FI,1992,2.3
Apples,PR,FI,1993,2.3
Apples,PR,FI,1994,2.0
Apples,PR,FI,1995,2.4
Apples,PR,FI,1996,2.1
Apples,PR,FI,1997,2.7
Apples,PR,FI,1998,1.9
Apples,PR,FI,1999,2.4
Apples,PR,FR,1965,3674.8
Apples,PR,FR,1966,2796.1
Apples,PR,FR,1967,3846.2
Apples,PR,FR,1968,3568.1
Apples,PR,FR,1969,3374.8
Apples,PR,FR,1970,4040.8
Apples,PR,FR,1971,2980.4
Apples,PR,FR,1972,2550.9
Apples,PR,FR,1973,3265.6
Apples,PR,FR,1974,2757.6
Apples,PR,FR,1975,3104.2
Apples,PR,FR,1976,2496.7
Apples,PR,FR,1977,1686.9
Apples,PR,FR,1978,3100.3
Apples,PR,FR,1979,2463.1
Apples,PR,FR,1980,2644.4
Apples,PR,FR,1981,1757.5
Apples,PR,FR,1982,3149.5
Apples,PR,FR,1983,1985.3
Apples,PR,FR,1984,2969.3
Apples,PR,FR,1985,2348.2
Apples,PR,FR,1986,2287.6
Apples,PR,FR,1987,1899.1
Apples,PR,FR,1988,2591.8
Apples,PR,FR,1989,2331.1
Apples,PR,FR,1990,2347.9
Apples,PR,FR,1991,1665.4
Apples,PR,FR,1992,2888.9
Apples,PR,FR,1993,2450.6
Apples,PR,FR,1994,2651.4
Apples,PR,FR,1995,2509.6
Apples,PR,FR,1996,2413.7
Apples,PR,FR,1997,2460.7
Apples,PR,FR,1998,2186.9
Apples,PR,FR,1999,2625.0
Apples,PR,HR,1987,58.0
Apples,PR,HR,1988,77.0
Apples,PR,HR,1989,74.0
Apples,PR,HR,1990,70.0
Apples,PR,HR,1991,64.0
Apples,PR,HR,1992,62.0
Apples,PR,HR,1993,62.0
Apples,PR,HR,1994,47.0
Apples,PR,HR,1995,51.0
Apples,PR,HR,1996,75.0
Apples,PR,HR,1997,58.0
Apples,PR,HR,1998,72.0
Apples,PR,HR,1999,67.0
Apples,PR,HU,1987,1064.0
Apples,PR,HU,1988,1131.0
Apples,PR,HU,1989,959.0
Apples,PR,HU,1990,945.0
Apples,PR,HU,1991,859.0
Apples,PR,HU,1992,666.0
Apples,PR,HU,1993,819.4
Apples,PR,HU,1994,657.0
Apples,PR,HU,1995,353.0
Apples,PR,HU,1996,552.0
Apples,PR,HU,1997,500.0
Apples,PR,HU,1998,482.0
Apples,PR,HU,1999,444.5
Apples,PR,IE,1962,17.6
Apples,PR,IE,1963,18.8
Apples,PR,IE,1964,13.8
Apples,PR,IE,1965,11.2
Apples,PR,IE,1966,9.3
Apples,PR,IE,1967,10.2
Apples,PR,IE,1968,15.4
Apples,PR,IE,1969,15.8
Apples,PR,IE,1970,21.2
Apples,PR,IE,1971,13.0
Apples,PR,IE,1972,9.1
Apples,PR,IE,1973,11.9
Apples,PR,IE,1974,9.8
Apples,PR,IE,1975,10.2
Apples,PR,IE,1976,10.7
Apples,PR,IE,1977,11.4
Apples,PR,IE,1978,14.1
Apples,PR,IE,1979,11.2
Apples,PR,IE,1980,9.0
Apples,PR,IE,1981,6.6
Apples,PR,IE,1982,9.0
Apples,PR,IE,1983,8.3
Apples,PR,IE,1984,9.8
Apples,PR,IE,1985,9.1
Apples,PR,IE,1986,8.4
Apples,PR,IE,1987,10.4
Apples,PR,IE,1988,10.4
Apples,PR,IE,1989,11.7
Apples,PR,IE,1990,11.6
Apples,PR,IE,1991,11.8
Apples,PR,IE,1992,10.6
Apples,PR,IE,1993,8.1
Apples,PR,IE,1994,11.5
Apples,PR,IE,1995,11.8
Apples,PR,IE,1996,11.5
Apples,PR,IE,1997,9.7
Apples,PR,IE,1998,8.0
Apples,PR,IE,1999,13.0
Apples,PR,IT,1965,2184.8
Apples,PR,IT,1966,2288.6
Apples,PR,IT,1967,1931.7
Apples,PR,IT,1968,1931.8
Apples,PR,IT,1969,2009.9
Apples,PR,IT,1970,2061.5
Apples,PR,IT,1971,1697.3
Apples,PR,IT,1972,1884.1
Apples,PR,IT,1973,2001.6
Apples,PR,IT,1974,1849.6
Apples,PR,IT,1975,2083.6
Apples,PR,IT,1976,2091.0
Apples,PR,IT,1977,1790.6
Apples,PR,IT,1978,1846.8
Apples,PR,IT,1979,1991.9
Apples,PR,IT,1980,1936.7
Apples,PR,IT,1981,1741.7
Apples,PR,IT,1982,2602.7
Apples,PR,IT,1983,2032.2
Apples,PR,IT,1984,2210.4
Apples,PR,IT,1985,2014.1
Apples,PR,IT,1986,2019.5
Apples,PR,IT,1987,2236.0
Apples,PR,IT,1988,2331.7
Apples,PR,IT,1989,1924.2
Apples,PR,IT,1990,2050.1
Apples,PR,IT,1991,1830.2
Apples,PR,IT,1992,2394.1
Apples,PR,IT,1993,2143.4
Apples,PR,IT,1994,2232.7
Apples,PR,IT,1995,1932.0
Apples,PR,IT,1996,2071.3
Apples,PR,IT,1997,1966.5
Apples,PR,IT,1998,2143.3
Apples,PR,IT,1999,2343.4
Apples,PR,LT,1987,42.1
Apples,PR,LT,1988,88.8
Apples,PR,LT,1989,221.4
Apples,PR,LT,1990,55.5
Apples,PR,LT,1991,240.4
Apples,PR,LT,1992,88.8
Apples,PR,LT,1993,211.7
Apples,PR,LT,1994,49.4
Apples,PR,LT,1995,121.4
Apples,PR,LT,1996,81.2
Apples,PR,LT,1997,254.1
Apples,PR,LT,1998,109.7
Apples,PR,LT,1999,109.2
Apples,PR,LU,1955,2.4
Apples,PR,LU,1956,7.5
Apples,PR,LU,1957,2.4
Apples,PR,LU,1958,9.0
Apples,PR,LU,1959,5.5
Apples,PR,LU,1960,32.0
Apples,PR,LU,1961,2.0
Apples,PR,LU,1962,15.0
Apples,PR,LU,1963,15.0
Apples,PR,LU,1964,9.2
Apples,PR,LU,1965,11.0
Apples,PR,LU,1966,11.0
Apples,PR,LU,1967,20.0
Apples,PR,LU,1968,11.0
Apples,PR,LU,1969,12.0
Apples,PR,LU,1970,11.0
Apples,PR,LU,1971,9.0
Apples,PR,LU,1972,8.5
Apples,PR,LU,1973,8.5
Apples,PR,LU,1974,8.0
Apples,PR,LU,1975,9.9
Apples,PR,LU,1976,7.0
Apples,PR,LU,1977,5.0
Apples,PR,LU,1978,7.5
Apples,PR,LU,1979,6.8
Apples,PR,LU,1980,7.5
Apples,PR,LU,1981,2.6
Apples,PR,LU,1982,7.8
Apples,PR,LU,1983,3.4
Apples,PR,LU,1984,5.4
Apples,PR,LU,1985,5.5
Apples,PR,LU,1986,7.2
Apples,PR,LU,1987,2.5
Apples,PR,LU,1988,5.4
Apples,PR,LU,1989,7.2
Apples,PR,LU,1990,6.0
Apples,PR,LU,1991,1.6
Apples,PR,LU,1992,10.3
Apples,PR,LU,1993,5.3
Apples,PR,LU,1994,9.1
Apples,PR,LU,1995,6.2
Apples,PR,LU,1996,7.6
Apples,PR,LU,1997,3.9
Apples,PR,LU,1998,9.5
Apples,PR,LU,1999,11.0
Apples,PR,LV,1987,26.0
Apples,PR,LV,1988,38.9
Apples,PR,LV,1989,107.3
Apples,PR,LV,1990,15.7
Apples,PR,LV,1991,82.2
Apples,PR,LV,1992,51.4
Apples,PR,LV,1993,92.9
Apples,PR,LV,1994,19.0
Apples,PR,LV,1995,63.2
Apples,PR,LV,1996,16.0
Apples,PR,LV,1997,85.6
Apples,PR,LV,1998,13.7
Apples,PR,LV,1999,34.1
Apples,PR,MK,1987,84.0
Apples,PR,MK,1988,76.0
Apples,PR,MK,1989,93.0
Apples,PR,MK,1990,88.0
Apples,PR,MK,1991,48.0
Apples,PR,MK,1992,88.0
Apples,PR,MK,1993,72.0
Apples,PR,MK,1994,70.0
Apples,PR,MK,1995,70.0
Apples,PR,MK,1996,69.0
Apples,PR,MK,1997,77.0
Apples,PR,MK,1998,62.0
Apples,PR,MK,1999,73.0
Apples,PR,MT,1987,0.4
Apples,PR,MT,1988,0.2
Apples,PR,MT,1989,0.6
Apples,PR,MT,1990,0.4
Apples,PR,MT,1991,0.4
Apples,PR,MT,1992,0.4
Apples,PR,MT,1993,0.4
Apples,PR,MT,1994,0.2
Apples,PR,MT,1995,0.2
Apples,PR,MT,1996,0.1
Apples,PR,MT,1997,0.1
Apples,PR,MT,1998,0.1
Apples,PR,MT,1999,0.1
Apples,PR,NL,1962,250.0
Apples,PR,NL,1963,315.0
Apples,PR,NL,1964,570.0
Apples,PR,NL,1965,395.0
Apples,PR,NL,1966,385.0
Apples,PR,NL,1967,535.0
Apples,PR,NL,1968,395.0
Apples,PR,NL,1969,525.0
Apples,PR,NL,1970,520.0
Apples,PR,NL,1971,580.0
Apples,PR,NL,1972,490.0
Apples,PR,NL,1973,550.0
Apples,PR,NL,1974,475.0
Apples,PR,NL,1975,570.0
Apples,PR,NL,1976,470.0
Apples,PR,NL,1977,390.0
Apples,PR,NL,1978,630.0
Apples,PR,NL,1979,570.0
Apples,PR,NL,1980,590.0
Apples,PR,NL,1981,325.0
Apples,PR,NL,1982,490.0
Apples,PR,NL,1983,403.0
Apples,PR,NL,1984,431.0
Apples,PR,NL,1985,300.0
Apples,PR,NL,1986,445.0
Apples,PR,NL,1987,340.0
Apples,PR,NL,1988,363.0
Apples,PR,NL,1989,417.0
Apples,PR,NL,1990,431.0
Apples,PR,NL,1991,223.0
Apples,PR,NL,1992,570.0
Apples,PR,NL,1993,597.0
Apples,PR,NL,1994,530.0
Apples,PR,NL,1995,560.0
Apples,PR,NL,1996,437.0
Apples,PR,NL,1997,420.0
Apples,PR,NL,1998,518.0
Apples,PR,NL,1999,570.0
Apples,PR,PL,1987,504.4
Apples,PR,PL,1988,1393.0
Apples,PR,PL,1989,1312.0
Apples,PR,PL,1990,812.3
Apples,PR,PL,1991,1145.5
Apples,PR,PL,1992,1569.7
Apples,PR,PL,1993,1841.8
Apples,PR,PL,1994,1441.1
Apples,PR,PL,1995,1288.3
Apples,PR,PL,1996,1951.5
Apples,PR,PL,1997,2098.3
Apples,PR,PL,1998,1687.2
Apples,PR,PL,1999,1604.2
Apples,PR,PT,1968,71.4
Apples,PR,PT,1969,82.0
Apples,PR,PT,1970,88.7
Apples,PR,PT,1971,95.1
Apples,PR,PT,1972,114.8
Apples,PR,PT,1973,142.9
Apples,PR,PT,1974,122.2
Apples,PR,PT,1975,140.5
Apples,PR,PT,1976,154.6
Apples,PR,PT,1977,94.5
Apples,PR,PT,1978,117.4
Apples,PR,PT,1979,107.4
Apples,PR,PT,1980,206.0
Apples,PR,PT,1981,199.0
Apples,PR,PT,1982,216.1
Apples,PR,PT,1983,232.7
Apples,PR,PT,1984,222.1
Apples,PR,PT,1985,247.6
Apples,PR,PT,1986,238.6
Apples,PR,PT,1987,249.8
Apples,PR,PT,1988,241.9
Apples,PR,PT,1989,265.8
Apples,PR,PT,1990,282.5
Apples,PR,PT,1991,263.4
Apples,PR,PT,1992,281.0
Apples,PR,PT,1993,264.1
Apples,PR,PT,1994,212.0
Apples,PR,PT,1995,234.9
Apples,PR,PT,1996,256.7
Apples,PR,PT,1997,285.7
Apples,PR,PT,1998,160.1
Apples,PR,PT,1999,295.0
Apples,PR,RO,1987,594.2
Apples,PR,RO,1988,609.4
Apples,PR,RO,1989,697.4
Apples,PR,RO,1990,683.1
Apples,PR,RO,1991,504.9
Apples,PR,RO,1992,541.1
Apples,PR,RO,1993,1097.2
Apples,PR,RO,1994,363.0
Apples,PR,RO,1995,457.2
Apples,PR,RO,1996,659.7
Apples,PR,RO,1997,664.1
Apples,PR,RO,1998,364.6
Apples,PR,RO,1999,315.0
Apples,PR,SE,1971,21.0
Apples,PR,SE,1972,21.0
Apples,PR,SE,1973,21.0
Apples,PR,SE,1974,21.0
Apples,PR,SE,1975,21.0
Apples,PR,SE,1976,23.5
Apples,PR,SE,1977,23.5
Apples,PR,SE,1978,23.5
Apples,PR,SE,1979,23.5
Apples,PR,SE,1980,23.5
Apples,PR,SE,1981,21.4
Apples,PR,SE,1982,21.4
Apples,PR,SE,1983,21.4
Apples,PR,SE,1984,23.9
Apples,PR,SE,1985,23.9
Apples,PR,SE,1986,23.9
Apples,PR,SE,1987,15.6
Apples,PR,SE,1988,15.6
Apples,PR,SE,1989,15.6
Apples,PR,SE,1990,16.8
Apples,PR,SE,1991,16.8
Apples,PR,SE,1992,16.8
Apples,PR,SE,1993,17.6
Apples,PR,SE,1994,17.6
Apples,PR,SE,1995,17.6
Apples,PR,SE,1996,17.1
Apples,PR,SE,1997,19.0
Apples,PR,SE,1998,15.9
Apples,PR,SE,1999,18.0
Apples,PR,SI,1991,40.9
Apples,PR,SI,1992,35.2
Apples,PR,SI,1993,46.9
Apples,PR,SI,1994,76.6
Apples,PR,SI,1995,72.6
Apples,PR,SI,1996,73.0
Apples,PR,SI,1997,86.8
Apples,PR,SI,1998,114.0
Apples,PR,SI,1999,89.4
Apples,PR,SK,1987,81.5
Apples,PR,SK,1988,96.6
Apples,PR,SK,1989,124.8
Apples,PR,SK,1990,82.1
Apples,PR,SK,1991,96.4
Apples,PR,SK,1992,58.8
Apples,PR,SK,1993,107.3
Apples,PR,SK,1994,56.9
Apples,PR,SK,1995,38.1
Apples,PR,SK,1996,79.1
Apples,PR,SK,1997,80.2
Apples,PR,SK,1998,83.5
Apples,PR,SK,1999,20.9
Apples,PR,UK,1965,539.4
Apples,PR,UK,1966,374.4
Apples,PR,UK,1967,332.5
Apples,PR,UK,1968,412.1
Apples,PR,UK,1969,443.9
Apples,PR,UK,1970,596.2
Apples,PR,UK,1971,529.4
Apples,PR,UK,1972,367.5
Apples,PR,UK,1973,472.4
Apples,PR,UK,1974,396.8
Apples,PR,UK,1975,414.2
Apples,PR,UK,1976,415.4
Apples,PR,UK,1977,293.1
Apples,PR,UK,1978,473.4
Apples,PR,UK,1979,388.5
Apples,PR,UK,1980,466.0
Apples,PR,UK,1981,272.5
Apples,PR,UK,1982,484.5
Apples,PR,UK,1983,325.0
Apples,PR,UK,1984,365.0
Apples,PR,UK,1985,297.7
Apples,PR,UK,1986,302.9
Apples,PR,UK,1987,284.6
Apples,PR,UK,1988,268.7
Apples,PR,UK,1989,446.2
Apples,PR,UK,1990,373.0
Apples,PR,UK,1991,376.0
Apples,PR,UK,1992,458.0
Apples,PR,UK,1993,325.8
Apples,PR,UK,1994,306.1
Apples,PR,UK,1995,273.4
Apples,PR,UK,1996,223.9
Apples,PR,UK,1997,187.1
Apples,PR,UK,1998,183.7
Apples,PR,UK,1999,246.4
Apples for fresh consumption,AR,AT,1975,3.1
Apples for fresh consumption,AR,AT,1976,3.4
Apples for fresh consumption,AR,AT,1977,3.5
Apples for fresh consumption,AR,AT,1978,3.5
Apples for fresh consumption,AR,AT,1979,3.6
Apples for fresh consumption,AR,AT,1980,3.8
Apples for fresh consumption,AR,AT,1981,3.8
Apples for fresh consumption,AR,AT,1982,3.9
Apples for fresh consumption,AR,AT,1983,4.0
Apples for fresh consumption,AR,AT,1984,4.2
Apples for fresh consumption,AR,AT,1985,4.4
Apples for fresh consumption,AR,AT,1986,4.0
Apples for fresh consumption,AR,AT,1987,4.3
Apples for fresh consumption,AR,AT,1988,4.6
Apples for fresh consumption,AR,AT,1989,4.8
Apples for fresh consumption,AR,AT,1990,4.0
Apples for fresh consumption,AR,AT,1991,4.2
Apples for fresh consumption,AR,AT,1992,5.5
Apples for fresh consumption,AR,AT,1993,5.5
Apples for fresh consumption,AR,AT,1994,5.5
Apples for fresh consumption,AR,AT,1995,5.4
Apples for fresh consumption,AR,AT,1996,5.7
Apples for fresh consumption,AR,AT,1997,6.0
Apples for fresh consumption,AR,AT,1998,6.0
Apples for fresh consumption,AR,AT,1999,6.0
Apples for fresh consumption,AR,BE,1970,9.2
Apples for fresh consumption,AR,BE,1971,8.7
Apples for fresh consumption,AR,BE,1972,8.6
Apples for fresh consumption,AR,BE,1973,8.4
Apples for fresh consumption,AR,BE,1974,8.2
Apples for fresh consumption,AR,BE,1975,8.2
Apples for fresh consumption,AR,BE,1976,8.0
Apples for fresh consumption,AR,BE,1977,7.1
Apples for fresh consumption,AR,BE,1978,7.1
Apples for fresh consumption,AR,BE,1979,6.8
Apples for fresh consumption,AR,BE,1980,6.4
Apples for fresh consumption,AR,BE,1981,6.1
Apples for fresh consumption,AR,BE,1982,5.8
Apples for fresh consumption,AR,BE,1983,5.6
Apples for fresh consumption,AR,BE,1984,5.7
Apples for fresh consumption,AR,BE,1985,5.7
Apples for fresh consumption,AR,BE,1986,5.5
Apples for fresh consumption,AR,BE,1987,6.1
Apples for fresh consumption,AR,BE,1988,6.5
Apples for fresh consumption,AR,BE,1989,7.1
Apples for fresh consumption,AR,BE,1990,7.6
Apples for fresh consumption,AR,BE,1991,8.1
Apples for fresh consumption,AR,BE,1992,8.7
Apples for fresh consumption,AR,BE,1993,8.9
Apples for fresh consumption,AR,BE,1994,9.1
Apples for fresh consumption,AR,BE,1995,9.0
Apples for fresh consumption,AR,BE,1996,9.2
Apples for fresh consumption,AR,BE,1997,9.4
Apples for fresh consumption,AR,BE,1998,9.7
Apples for fresh consumption,AR,BE,1999,9.6
Apples for fresh consumption,AR,CY,1987,1.1
Apples for fresh consumption,AR,CY,1988,1.1
Apples for fresh consumption,AR,CY,1989,1.1
Apples for fresh consumption,AR,CY,1990,1.1
Apples for fresh consumption,AR,CY,1991,1.1
Apples for fresh consumption,AR,CY,1992,1.1
Apples for fresh consumption,AR,CY,1993,1.2
Apples for fresh consumption,AR,CY,1994,1.0
Apples for fresh consumption,AR,CY,1995,1.1
Apples for fresh consumption,AR,CY,1996,1.1
Apples for fresh consumption,AR,CY,1997,1.1
Apples for fresh consumption,AR,CY,1998,1.2
Apples for fresh consumption,AR,CY,1999,1.2
Apples for fresh consumption,AR,DE,1972,28.1
Apples for fresh consumption,AR,DE,1973,28.1
Apples for fresh consumption,AR,DE,1974,28.1
Apples for fresh consumption,AR,DE,1975,28.1
Apples for fresh consumption,AR,DE,1976,28.1
Apples for fresh consumption,AR,DE,1977,26.7
Apples for fresh consumption,AR,DE,1978,26.7
Apples for fresh consumption,AR,DE,1979,26.7
Apples for fresh consumption,AR,DE,1980,26.7
Apples for fresh consumption,AR,DE,1981,26.7
Apples for fresh consumption,AR,DE,1982,24.3
Apples for fresh consumption,AR,DE,1983,24.3
Apples for fresh consumption,AR,DE,1984,24.3
Apples for fresh consumption,AR,DE,1985,24.3
Apples for fresh consumption,AR,DE,1986,24.3
Apples for fresh consumption,AR,DE,1987,24.1
Apples for fresh consumption,AR,DE,1988,24.1
Apples for fresh consumption,AR,DE,1989,24.1
Apples for fresh consumption,AR,DE,1991,35.7
Apples for fresh consumption,AR,DE,1992,35.7
Apples for fresh consumption,AR,DE,1993,35.7
Apples for fresh consumption,AR,DE,1994,35.7
Apples for fresh consumption,AR,DE,1995,35.7
Apples for fresh consumption,AR,DE,1996,35.7
Apples for fresh consumption,AR,DE,1997,31.3
Apples for fresh consumption,AR,DE,1998,31.3
Apples for fresh consumption,AR,DE,1999,31.3
Apples for fresh consumption,AR,DK,1965,6.9
Apples for fresh consumption,AR,DK,1966,7.1
Apples for fresh consumption,AR,DK,1967,7.3
Apples for fresh consumption,AR,DK,1968,7.1
Apples for fresh consumption,AR,DK,1969,7.0
Apples for fresh consumption,AR,DK,1970,7.1
Apples for fresh consumption,AR,DK,1971,8.0
Apples for fresh consumption,AR,DK,1972,7.7
Apples for fresh consumption,AR,DK,1973,7.7
Apples for fresh consumption,AR,DK,1974,7.2
Apples for fresh consumption,AR,DK,1975,7.1
Apples for fresh consumption,AR,DK,1976,6.8
Apples for fresh consumption,AR,DK,1977,6.3
Apples for fresh consumption,AR,DK,1978,6.2
Apples for fresh consumption,AR,DK,1979,5.8
Apples for fresh consumption,AR,DK,1980,5.3
Apples for fresh consumption,AR,DK,1981,4.9
Apples for fresh consumption,AR,DK,1982,4.4
Apples for fresh consumption,AR,DK,1983,4.1
Apples for fresh consumption,AR,DK,1984,4.0
Apples for fresh consumption,AR,DK,1985,3.6
Apples for fresh consumption,AR,DK,1986,3.3
Apples for fresh consumption,AR,DK,1987,3.2
Apples for fresh consumption,AR,DK,1988,3.1
Apples for fresh consumption,AR,DK,1989,2.8
Apples for fresh consumption,AR,DK,1990,2.7
Apples for fresh consumption,AR,DK,1991,0.0
Apples for fresh consumption,AR,DK,1992,0.0
Apples for fresh consumption,AR,DK,1993,2.2
Apples for fresh consumption,AR,DK,1994,2.2
Apples for fresh consumption,AR,DK,1995,2.2
Apples for fresh consumption,AR,DK,1996,1.9
Apples for fresh consumption,AR,DK,1997,1.8
Apples for fresh consumption,AR,DK,1998,1.7
Apples for fresh consumption,AR,DK,1999,1.6
Apples for fresh consumption,AR,ES,1964,25.0
Apples for fresh consumption,AR,ES,1965,32.3
Apples for fresh consumption,AR,ES,1966,34.0
Apples for fresh consumption,AR,ES,1967,35.7
Apples for fresh consumption,AR,ES,1968,38.7
Apples for fresh consumption,AR,ES,1969,44.8
Apples for fresh consumption,AR,ES,1970,51.5
Apples for fresh consumption,AR,ES,1971,60.1
Apples for fresh consumption,AR,ES,1972,63.2
Apples for fresh consumption,AR,ES,1973,71.8
Apples for fresh consumption,AR,ES,1974,73.9
Apples for fresh consumption,AR,ES,1975,74.3
Apples for fresh consumption,AR,ES,1976,73.4
Apples for fresh consumption,AR,ES,1977,67.0
Apples for fresh consumption,AR,ES,1978,66.1
Apples for fresh consumption,AR,ES,1979,63.9
Apples for fresh consumption,AR,ES,1980,61.6
Apples for fresh consumption,AR,ES,1981,60.5
Apples for fresh consumption,AR,ES,1982,60.7
Apples for fresh consumption,AR,ES,1983,60.2
Apples for fresh consumption,AR,ES,1984,59.0
Apples for fresh consumption,AR,ES,1985,57.0
Apples for fresh consumption,AR,ES,1986,51.2
Apples for fresh consumption,AR,ES,1987,49.8
Apples for fresh consumption,AR,ES,1988,44.6
Apples for fresh consumption,AR,ES,1989,46.6
Apples for fresh consumption,AR,ES,1990,46.9
Apples for fresh consumption,AR,ES,1991,46.8
Apples for fresh consumption,AR,ES,1992,45.7
Apples for fresh consumption,AR,ES,1993,45.6
Apples for fresh consumption,AR,ES,1994,44.8
Apples for fresh consumption,AR,ES,1995,43.6
Apples for fresh consumption,AR,ES,1996,41.7
Apples for fresh consumption,AR,ES,1997,42.0
Apples for fresh consumption,AR,ES,1998,41.6
Apples for fresh consumption,AR,ES,1999,41.2
Apples for fresh consumption,AR,FI,1984,0.4
Apples for fresh consumption,AR,FI,1985,0.4
Apples for fresh consumption,AR,FI,1986,0.4
Apples for fresh consumption,AR,FI,1987,0.4
Apples for fresh consumption,AR,FI,1988,0.3
Apples for fresh consumption,AR,FI,1989,0.4
Apples for fresh consumption,AR,FI,1990,0.4
Apples for fresh consumption,AR,FI,1991,0.4
Apples for fresh consumption,AR,FI,1992,0.3
Apples for fresh consumption,AR,FI,1993,0.4
Apples for fresh consumption,AR,FI,1994,0.4
Apples for fresh consumption,AR,FI,1995,0.4
Apples for fresh consumption,AR,FI,1996,0.4
Apples for fresh consumption,AR,FI,1997,0.5
Apples for fresh consumption,AR,FI,1998,0.5
Apples for fresh consumption,AR,FI,1999,0.5
Apples for fresh consumption,AR,FR,1965,84.7
Apples for fresh consumption,AR,FR,1966,90.2
Apples for fresh consumption,AR,FR,1967,93.5
Apples for fresh consumption,AR,FR,1968,96.7
Apples for fresh consumption,AR,FR,1969,98.5
Apples for fresh consumption,AR,FR,1970,91.8
Apples for fresh consumption,AR,FR,1971,83.5
Apples for fresh consumption,AR,FR,1972,79.8
Apples for fresh consumption,AR,FR,1973,78.6
Apples for fresh consumption,AR,FR,1974,76.2
Apples for fresh consumption,AR,FR,1975,74.3
Apples for fresh consumption,AR,FR,1976,72.9
Apples for fresh consumption,AR,FR,1977,70.7
Apples for fresh consumption,AR,FR,1978,70.6
Apples for fresh consumption,AR,FR,1979,70.4
Apples for fresh consumption,AR,FR,1980,68.5
Apples for fresh consumption,AR,FR,1981,67.0
Apples for fresh consumption,AR,FR,1982,65.5
Apples for fresh consumption,AR,FR,1983,65.6
Apples for fresh consumption,AR,FR,1984,65.5
Apples for fresh consumption,AR,FR,1985,65.8
Apples for fresh consumption,AR,FR,1986,69.2
Apples for fresh consumption,AR,FR,1987,70.3
Apples for fresh consumption,AR,FR,1988,67.3
Apples for fresh consumption,AR,FR,1989,68.2
Apples for fresh consumption,AR,FR,1990,67.4
Apples for fresh consumption,AR,FR,1991,73.1
Apples for fresh consumption,AR,FR,1992,69.1
Apples for fresh consumption,AR,FR,1993,70.1
Apples for fresh consumption,AR,FR,1994,69.4
Apples for fresh consumption,AR,FR,1995,63.3
Apples for fresh consumption,AR,FR,1996,62.8
Apples for fresh consumption,AR,FR,1997,62.7
Apples for fresh consumption,AR,FR,1998,60.9
Apples for fresh consumption,AR,FR,1999,60.0
Apples for fresh consumption,AR,IE,1960,0.9
Apples for fresh consumption,AR,IE,1961,0.9
Apples for fresh consumption,AR,IE,1962,0.9
Apples for fresh consumption,AR,IE,1963,0.8
Apples for fresh consumption,AR,IE,1964,0.8
Apples for fresh consumption,AR,IE,1965,0.8
Apples for fresh consumption,AR,IE,1966,0.7
Apples for fresh consumption,AR,IE,1967,0.8
Apples for fresh consumption,AR,IE,1968,0.8
Apples for fresh consumption,AR,IE,1969,0.8
Apples for fresh consumption,AR,IE,1970,0.8
Apples for fresh consumption,AR,IE,1971,0.8
Apples for fresh consumption,AR,IE,1972,0.8
Apples for fresh consumption,AR,IE,1973,1.0
Apples for fresh consumption,AR,IE,1974,0.7
Apples for fresh consumption,AR,IE,1975,0.7
Apples for fresh consumption,AR,IE,1976,0.7
Apples for fresh consumption,AR,IE,1977,0.7
Apples for fresh consumption,AR,IE,1978,0.7
Apples for fresh consumption,AR,IE,1979,0.7
Apples for fresh consumption,AR,IE,1980,0.7
Apples for fresh consumption,AR,IE,1981,0.7
Apples for fresh consumption,AR,IE,1982,0.6
Apples for fresh consumption,AR,IE,1983,0.6
Apples for fresh consumption,AR,IE,1984,0.7
Apples for fresh consumption,AR,IE,1985,0.7
Apples for fresh consumption,AR,IE,1986,0.7
Apples for fresh consumption,AR,IE,1987,0.7
Apples for fresh consumption,AR,IE,1988,0.7
Apples for fresh consumption,AR,IE,1989,0.7
Apples for fresh consumption,AR,IE,1990,0.7
Apples for fresh consumption,AR,IE,1991,0.7
Apples for fresh consumption,AR,IE,1992,0.6
Apples for fresh consumption,AR,IE,1993,0.0
Apples for fresh consumption,AR,IE,1994,0.0
Apples for fresh consumption,AR,IE,1995,0.0
Apples for fresh consumption,AR,IE,1996,0.0
Apples for fresh consumption,AR,IE,1997,0.0
Apples for fresh consumption,AR,IE,1998,0.0
Apples for fresh consumption,AR,IE,1999,0.0
Apples for fresh consumption,AR,IT,1965,82.2
Apples for fresh consumption,AR,IT,1966,74.5
Apples for fresh consumption,AR,IT,1967,73.3
Apples for fresh consumption,AR,IT,1968,69.9
Apples for fresh consumption,AR,IT,1969,69.1
Apples for fresh consumption,AR,IT,1970,67.7
Apples for fresh consumption,AR,IT,1971,69.5
Apples for fresh consumption,AR,IT,1972,70.9
Apples for fresh consumption,AR,IT,1973,70.6
Apples for fresh consumption,AR,IT,1974,70.0
Apples for fresh consumption,AR,IT,1975,69.4
Apples for fresh consumption,AR,IT,1976,68.4
Apples for fresh consumption,AR,IT,1977,67.5
Apples for fresh consumption,AR,IT,1978,69.2
