CROPS,STR_OF_PRODUCTION,COUNTRY,YEAR,OBS_VALUE
"Fruits, berries and nuts",PR,UK,1970,747.8
"Fruits, berries and nuts",PR,UK,1971,656.9
"Fruits, berries and nuts",PR,UK,1972,478.3
"Fruits, berries and nuts",PR,UK,1973,576.8
"Fruits, berries and nuts",PR,UK,1974,508.7
"Fruits, berries and nuts",PR,UK,1975,474.2
"Fruits, berries and nuts",PR,UK,1976,524.5
"Fruits, berries and nuts",PR,UK,1977,379.8
"Fruits, berries and nuts",PR,UK,1978,549.9
"Fruits, berries and nuts",PR,UK,1979,521.9
"Fruits, berries and nuts",PR,UK,1980,571.9
"Fruits, berries and nuts",PR,UK,1981,345.2
"Fruits, berries and nuts",PR,UK,1982,568.7
"Fruits, berries and nuts",PR,UK,1983,421.3
"Fruits, berries and nuts",PR,UK,1984,455.4
"Fruits, berries and nuts",PR,UK,1985,372.0
"Fruits, berries and nuts",PR,UK,1986,372.8
"Fruits, berries and nuts",PR,UK,1987,375.7
"Fruits, berries and nuts",PR,UK,1988,323.0
"Fruits, berries and nuts",PR,UK,1989,503.0
"Fruits, berries and nuts",PR,UK,1990,423.7
"Fruits, berries and nuts",PR,UK,1991,442.5
"Fruits, berries and nuts",PR,UK,1992,517.0
"Fruits, berries and nuts",PR,UK,1993,370.7
"Fruits, berries and nuts",PR,UK,1994,351.0
"Fruits, berries and nuts",PR,UK,1995,321.0
"Fruits, berries and nuts",PR,UK,1996,282.9
"Fruits, berries and nuts",PR,UK,1997,232.7
"Fruits, berries and nuts",PR,UK,1998,217.3
"Fruits, berries and nuts",PR,UK,1999,279.7
Apples,AR,AT,1990,4.0
Apples,AR,AT,1991,4.2
Apples,AR,AT,1992,5.5
Apples,AR,AT,1993,5.5
Apples,AR,AT,1994,5.5
Apples,AR,AT,1995,5.4
Apples,AR,AT,1996,5.7
Apples,AR,AT,1997,6.0
Apples,AR,AT,1998,6.0
Apples,AR,AT,1999,6.0
Apples,AR,BE,1970,9.2
Apples,AR,BE,1971,8.7
Apples,AR,BE,1972,8.6
Apples,AR,BE,1973,8.4
Apples,AR,BE,1974,8.2
Apples,AR,BE,1975,8.2
Apples,AR,BE,1976,8.0
Apples,AR,BE,1977,7.1
Apples,AR,BE,1978,7.1
Apples,AR,BE,1979,6.8
Apples,AR,BE,1980,6.4
Apples,AR,BE,1981,6.1
Apples,AR,BE,1982,5.8
Apples,AR,BE,1983,5.6
Apples,AR,BE,1984,5.7
Apples,AR,BE,1985,5.7
Apples,AR,BE,1986,5.7
Apples,AR,BE,1987,6.1
Apples,AR,BE,1988,6.5
Apples,AR,BE,1989,7.1
Apples,AR,BE,1990,7.6
Apples,AR,BE,1991,8.1
Apples,AR,BE,1992,8.7
Apples,AR,BE,1993,8.9
Apples,AR,BE,1994,9.1
Apples,AR,BE,1995,9.0
Apples,AR,BE,1996,9.2
Apples,AR,BE,1997,9.4
Apples,AR,BE,1998,9.7
Apples,AR,BE,1999,9.6
Apples,AR,BG,1987,26.0
Apples,AR,BG,1988,25.0
Apples,AR,BG,1989,24.0
Apples,AR,BG,1990,23.0
Apples,AR,BG,1991,22.0
Apples,AR,BG,1992,21.0
Apples,AR,BG,1993,20.0
Apples,AR,BG,1994,17.0
Apples,AR,BG,1995,15.0
Apples,AR,BG,1996,15.0
Apples,AR,BG,1997,14.3
Apples,AR,BG,1998,15.5
Apples,AR,BG,1999,14.0
Apples,AR,CY,1987,1.1
Apples,AR,CY,1988,1.1
Apples,AR,CY,1989,1.1
Apples,AR,CY,1990,1.1
Apples,AR,CY,1991,1.1
Apples,AR,CY,1992,1.1
Apples,AR,CY,1993,1.2
Apples,AR,CY,1994,1.0
Apples,AR,CY,1995,1.1
Apples,AR,CY,1996,1.1
Apples,AR,CY,1997,1.1
Apples,AR,CY,1998,1.2
Apples,AR,CY,1999,1.2
Apples,AR,DE,1972,31.3
Apples,AR,DE,1973,31.3
Apples,AR,DE,1974,31.3
Apples,AR,DE,1975,31.3
Apples,AR,DE,1976,31.3
Apples,AR,DE,1977,29.0
Apples,AR,DE,1978,29.0
Apples,AR,DE,1979,29.0
Apples,AR,DE,1980,29.0
Apples,AR,DE,1981,29.0
Apples,AR,DE,1982,26.4
Apples,AR,DE,1983,26.4
Apples,AR,DE,1984,26.4
Apples,AR,DE,1985,26.4
Apples,AR,DE,1986,26.4
Apples,AR,DE,1987,26.6
Apples,AR,DE,1988,26.6
Apples,AR,DE,1989,26.6
Apples,AR,DE,1991,39.2
Apples,AR,DE,1992,39.2
Apples,AR,DE,1993,39.2
Apples,AR,DE,1994,36.4
Apples,AR,DE,1995,36.1
Apples,AR,DE,1996,36.4
Apples,AR,DE,1997,35.8
Apples,AR,DE,1998,35.8
Apples,AR,DE,1999,35.8
Apples,AR,DK,1965,6.9
Apples,AR,DK,1966,7.1
Apples,AR,DK,1967,7.3
Apples,AR,DK,1968,7.1
Apples,AR,DK,1969,7.0
Apples,AR,DK,1970,7.1
Apples,AR,DK,1971,8.0
Apples,AR,DK,1972,7.7
Apples,AR,DK,1973,7.7
Apples,AR,DK,1974,7.2
Apples,AR,DK,1975,7.1
Apples,AR,DK,1976,6.8
Apples,AR,DK,1977,6.3
Apples,AR,DK,1978,6.2
Apples,AR,DK,1979,5.8
Apples,AR,DK,1980,5.3
Apples,AR,DK,1981,4.9
Apples,AR,DK,1982,4.4
Apples,AR,DK,1983,4.1
Apples,AR,DK,1984,4.0
Apples,AR,DK,1985,3.6
Apples,AR,DK,1986,3.3
Apples,AR,DK,1987,3.2
Apples,AR,DK,1988,3.1
Apples,AR,DK,1989,2.8
Apples,AR,DK,1990,2.7
Apples,AR,DK,1991,0.0
Apples,AR,DK,1992,0.0
Apples,AR,DK,1993,2.2
Apples,AR,DK,1994,2.2
Apples,AR,DK,1995,2.2
Apples,AR,DK,1996,1.9
Apples,AR,DK,1997,1.8
Apples,AR,DK,1998,1.7
Apples,AR,DK,1999,1.6
Apples,AR,EE,1987,8.1
Apples,AR,EE,1988,7.9
Apples,AR,EE,1989,8.0
Apples,AR,EE,1990,7.8
Apples,AR,EE,1991,8.4
Apples,AR,EE,1992,8.1
Apples,AR,EE,1993,7.8
Apples,AR,EE,1994,8.0
Apples,AR,EE,1995,8.0
Apples,AR,EE,1996,7.9
Apples,AR,EE,1997,7.8
Apples,AR,EE,1998,8.0
Apples,AR,EE,1999,7.1
Apples,AR,ES,1964,35.3
Apples,AR,ES,1965,42.5
Apples,AR,ES,1966,44.0
Apples,AR,ES,1967,45.6
Apples,AR,ES,1968,48.6
Apples,AR,ES,1969,54.7
Apples,AR,ES,1970,61.4
Apples,AR,ES,1971,70.0
Apples,AR,ES,1972,73.4
Apples,AR,ES,1973,72.0
Apples,AR,ES,1974,74.1
Apples,AR,ES,1975,74.5
Apples,AR,ES,1976,73.6
Apples,AR,ES,1977,67.2
Apples,AR,ES,1978,66.3
Apples,AR,ES,1979,64.9
Apples,AR,ES,1980,62.9
Apples,AR,ES,1981,61.9
Apples,AR,ES,1982,61.9
Apples,AR,ES,1983,61.4
Apples,AR,ES,1984,60.2
Apples,AR,ES,1985,58.2
Apples,AR,ES,1986,52.3
Apples,AR,ES,1987,60.4
Apples,AR,ES,1988,56.1
Apples,AR,ES,1989,56.8
Apples,AR,ES,1990,57.0
Apples,AR,ES,1991,56.1
Apples,AR,ES,1992,54.0
Apples,AR,ES,1993,53.7
Apples,AR,ES,1994,52.7
Apples,AR,ES,1995,51.5
Apples,AR,ES,1996,49.4
Apples,AR,ES,1997,49.6
Apples,AR,ES,1998,49.3
Apples,AR,ES,1999,49.1
Apples,AR,FI,1984,0.4
Apples,AR,FI,1985,0.4
Apples,AR,FI,1986,0.4
Apples,AR,FI,1987,0.4
Apples,AR,FI,1988,0.3
Apples,AR,FI,1989,0.4
Apples,AR,FI,1990,0.4
Apples,AR,FI,1991,0.4
Apples,AR,FI,1992,0.3
Apples,AR,FI,1993,0.4
Apples,AR,FI,1994,0.4
Apples,AR,FI,1995,0.4
Apples,AR,FI,1996,0.4
Apples,AR,FI,1997,0.5
Apples,AR,FI,1998,0.5
Apples,AR,FI,1999,0.5
Apples,AR,FR,1965,105.8
Apples,AR,FR,1966,111.9
Apples,AR,FR,1967,108.4
Apples,AR,FR,1968,110.6
Apples,AR,FR,1969,111.9
Apples,AR,FR,1970,102.3
Apples,AR,FR,1971,93.6
Apples,AR,FR,1972,89.6
Apples,AR,FR,1973,88.1
Apples,AR,FR,1974,85.2
Apples,AR,FR,1975,83.1
Apples,AR,FR,1976,81.5
Apples,AR,FR,1977,78.9
Apples,AR,FR,1978,78.7
Apples,AR,FR,1979,78.4
Apples,AR,FR,1980,75.2
Apples,AR,FR,1981,72.0
Apples,AR,FR,1982,70.5
Apples,AR,FR,1983,70.5
Apples,AR,FR,1984,70.5
Apples,AR,FR,1985,71.3
Apples,AR,FR,1986,75.4
Apples,AR,FR,1987,76.8
Apples,AR,FR,1988,73.3
Apples,AR,FR,1989,74.7
Apples,AR,FR,1990,74.9
Apples,AR,FR,1991,80.4
Apples,AR,FR,1992,76.5
Apples,AR,FR,1993,78.0
Apples,AR,FR,1994,78.2
Apples,AR,FR,1995,72.6
Apples,AR,FR,1996,72.6
Apples,AR,FR,1997,72.6
Apples,AR,FR,1998,70.8
Apples,AR,FR,1999,70.2
Apples,AR,IE,1960,1.1
Apples,AR,IE,1961,1.1
Apples,AR,IE,1962,1.1
Apples,AR,IE,1963,0.9
Apples,AR,IE,1964,1.0
Apples,AR,IE,1965,1.0
Apples,AR,IE,1966,0.9
Apples,AR,IE,1967,1.0
Apples,AR,IE,1968,1.0
Apples,AR,IE,1969,1.2
Apples,AR,IE,1970,1.1
Apples,AR,IE,1971,1.1
Apples,AR,IE,1972,1.1
Apples,AR,IE,1973,1.1
Apples,AR,IE,1974,0.8
Apples,AR,IE,1975,0.8
Apples,AR,IE,1976,0.8
Apples,AR,IE,1977,0.8
Apples,AR,IE,1978,0.8
Apples,AR,IE,1979,0.7
Apples,AR,IE,1980,0.7
Apples,AR,IE,1981,0.7
Apples,AR,IE,1982,0.6
Apples,AR,IE,1983,0.6
Apples,AR,IE,1984,0.7
Apples,AR,IE,1985,0.7
Apples,AR,IE,1986,0.7
Apples,AR,IE,1987,0.7
Apples,AR,IE,1988,0.7
Apples,AR,IE,1989,0.7
Apples,AR,IE,1990,0.7
Apples,AR,IE,1991,0.7
Apples,AR,IE,1992,0.6
Apples,AR,IE,1993,0.0
Apples,AR,IE,1994,0.0
Apples,AR,IE,1995,0.0
Apples,AR,IE,1996,0.0
Apples,AR,IE,1997,0.0
Apples,AR,IE,1998,0.0
Apples,AR,IE,1999,0.0
Apples,AR,IT,1965,82.2
Apples,AR,IT,1966,74.5
Apples,AR,IT,1967,73.3
Apples,AR,IT,1968,69.9
Apples,AR,IT,1969,69.1
Apples,AR,IT,1970,67.7
Apples,AR,IT,1971,69.5
Apples,AR,IT,1972,70.9
Apples,AR,IT,1973,70.6
Apples,AR,IT,1974,70.0
Apples,AR,IT,1975,69.4
Apples,AR,IT,1976,68.4
Apples,AR,IT,1977,67.5
Apples,AR,IT,1978,69.2
Apples,AR,IT,1979,70.8
Apples,AR,IT,1980,71.9
Apples,AR,IT,1981,72.8
Apples,AR,IT,1982,74.5
Apples,AR,IT,1983,85.0
Apples,AR,IT,1984,86.1
Apples,AR,IT,1985,85.5
Apples,AR,IT,1986,88.2
Apples,AR,IT,1987,88.1
Apples,AR,IT,1988,87.8
Apples,AR,IT,1989,85.1
Apples,AR,IT,1990,84.2
Apples,AR,IT,1991,83.1
Apples,AR,IT,1992,81.7
Apples,AR,IT,1993,79.1
Apples,AR,IT,1994,76.6
Apples,AR,IT,1995,72.7
Apples,AR,IT,1996,71.6
Apples,AR,IT,1997,71.1
Apples,AR,IT,1998,69.7
Apples,AR,IT,1999,69.0
Apples,AR,LT,1987,34.5
Apples,AR,LT,1988,33.4
Apples,AR,LT,1989,32.9
Apples,AR,LT,1990,33.3
Apples,AR,LT,1991,32.8
Apples,AR,LT,1992,31.7
Apples,AR,LT,1993,30.1
Apples,AR,LT,1994,32.4
Apples,AR,LT,1995,32.3
Apples,AR,LT,1996,32.1
Apples,AR,LT,1997,36.7
Apples,AR,LT,1998,36.1
Apples,AR,LT,1999,35.7
Apples,AR,LU,1965,0.2
Apples,AR,LU,1966,0.2
Apples,AR,LU,1967,0.2
Apples,AR,LU,1968,0.2
Apples,AR,LU,1969,0.2
Apples,AR,LU,1970,0.2
Apples,AR,LU,1971,0.2
Apples,AR,LU,1972,0.2
Apples,AR,LU,1973,0.2
Apples,AR,LU,1974,0.2
Apples,AR,LU,1975,0.2
Apples,AR,LU,1976,0.1
Apples,AR,LU,1977,0.1
Apples,AR,LU,1978,0.1
Apples,AR,LU,1979,0.1
Apples,AR,LU,1980,0.1
Apples,AR,LU,1981,0.1
Apples,AR,LU,1982,0.1
Apples,AR,LU,1983,0.1
Apples,AR,LU,1984,0.1
Apples,AR,LU,1985,0.1
Apples,AR,LU,1986,0.1
Apples,AR,LU,1987,0.1
Apples,AR,LU,1988,0.1
Apples,AR,LU,1989,0.1
Apples,AR,LU,1990,0.1
Apples,AR,LU,1991,0.1
Apples,AR,LU,1992,0.5
Apples,AR,LU,1993,0.5
Apples,AR,LU,1994,0.6
Apples,AR,LU,1995,0.6
Apples,AR,LU,1996,0.6
Apples,AR,LU,1997,0.6
Apples,AR,LU,1998,1.1
Apples,AR,LU,1999,1.1
Apples,AR,LV,1987,26.4
Apples,AR,LV,1988,25.8
Apples,AR,LV,1989,25.1
Apples,AR,LV,1990,24.6
Apples,AR,LV,1991,22.8
Apples,AR,LV,1992,14.9
Apples,AR,LV,1993,12.9
Apples,AR,LV,1994,14.8
Apples,AR,LV,1995,25.5
Apples,AR,LV,1996,11.9
Apples,AR,LV,1997,10.9
Apples,AR,LV,1998,8.2
Apples,AR,LV,1999,8.1
Apples,AR,MK,1987,4.0
Apples,AR,MK,1988,3.0
Apples,AR,MK,1989,4.0
Apples,AR,MK,1990,4.0
Apples,AR,MK,1991,4.0
Apples,AR,MK,1992,4.0
Apples,AR,MK,1993,3.0
Apples,AR,MK,1994,3.0
Apples,AR,MK,1995,3.0
Apples,AR,MK,1996,3.0
Apples,AR,MK,1997,5.0
Apples,AR,MK,1998,5.0
Apples,AR,MK,1999,9.0
Apples,AR,NL,1965,33.4
Apples,AR,NL,1966,33.1
Apples,AR,NL,1967,32.6
Apples,AR,NL,1968,31.7
Apples,AR,NL,1969,29.7
Apples,AR,NL,1970,26.4
Apples,AR,NL,1971,24.1
Apples,AR,NL,1972,23.0
Apples,AR,NL,1973,22.0
Apples,AR,NL,1974,21.9
Apples,AR,NL,1975,21.9
Apples,AR,NL,1976,21.5
Apples,AR,NL,1977,20.1
Apples,AR,NL,1978,19.8
Apples,AR,NL,1979,19.2
Apples,AR,NL,1980,17.2
Apples,AR,NL,1981,16.3
Apples,AR,NL,1982,16.0
Apples,AR,NL,1983,15.8
Apples,AR,NL,1984,15.8
Apples,AR,NL,1985,15.6
Apples,AR,NL,1986,15.0
Apples,AR,NL,1987,15.1
Apples,AR,NL,1988,15.4
Apples,AR,NL,1989,15.9
Apples,AR,NL,1990,16.3
Apples,AR,NL,1991,16.8
Apples,AR,NL,1992,17.0
Apples,AR,NL,1993,16.6
Apples,AR,NL,1994,16.5
Apples,AR,NL,1995,15.3
Apples,AR,NL,1996,15.1
Apples,AR,NL,1997,15.2
Apples,AR,NL,1998,14.7
Apples,AR,NL,1999,14.2
Apples,AR,PL,1998,157.8
Apples,AR,PL,1999,165.2
Apples,AR,PT,1968,14.5
Apples,AR,PT,1969,15.3
Apples,AR,PT,1970,18.0
Apples,AR,PT,1971,20.4
Apples,AR,PT,1972,24.3
Apples,AR,PT,1973,25.9
Apples,AR,PT,1974,28.3
Apples,AR,PT,1975,31.2
Apples,AR,PT,1976,33.0
Apples,AR,PT,1977,33.6
Apples,AR,PT,1978,34.4
Apples,AR,PT,1979,35.3
Apples,AR,PT,1980,21.7
Apples,AR,PT,1981,22.1
Apples,AR,PT,1982,23.3
Apples,AR,PT,1983,23.4
Apples,AR,PT,1984,25.6
Apples,AR,PT,1985,23.9
Apples,AR,PT,1986,23.9
Apples,AR,PT,1987,23.8
Apples,AR,PT,1988,24.2
Apples,AR,PT,1989,24.2
Apples,AR,PT,1990,24.6
Apples,AR,PT,1991,24.8
Apples,AR,PT,1992,24.9
Apples,AR,PT,1993,25.1
Apples,AR,PT,1994,24.9
Apples,AR,PT,1995,24.2
Apples,AR,PT,1996,24.3
Apples,AR,PT,1997,24.3
Apples,AR,PT,1998,23.1
Apples,AR,PT,1999,21.1
Apples,AR,RO,1987,98.0
Apples,AR,RO,1988,96.6
Apples,AR,RO,1989,93.9
Apples,AR,RO,1990,90.8
Apples,AR,RO,1991,89.4
Apples,AR,RO,1992,88.7
Apples,AR,RO,1993,88.3
Apples,AR,RO,1994,87.6
Apples,AR,RO,1995,85.6
Apples,AR,RO,1996,81.5
Apples,AR,RO,1997,81.0
Apples,AR,RO,1998,79.5
Apples,AR,RO,1999,78.0
Apples,AR,SE,1971,2.7
Apples,AR,SE,1972,2.7
Apples,AR,SE,1973,2.7
Apples,AR,SE,1974,2.7
Apples,AR,SE,1975,2.7
Apples,AR,SE,1976,2.6
Apples,AR,SE,1977,2.6
Apples,AR,SE,1978,2.6
Apples,AR,SE,1979,2.6
Apples,AR,SE,1980,2.6
Apples,AR,SE,1981,2.4
Apples,AR,SE,1982,2.4
Apples,AR,SE,1983,2.4
Apples,AR,SE,1984,2.5
Apples,AR,SE,1985,2.5
Apples,AR,SE,1986,2.5
Apples,AR,SE,1987,2.6
Apples,AR,SE,1988,2.6
Apples,AR,SE,1989,2.6
Apples,AR,SE,1990,2.0
Apples,AR,SE,1991,2.0
Apples,AR,SE,1992,2.0
Apples,AR,SE,1993,1.8
Apples,AR,SE,1994,1.8
Apples,AR,SE,1995,1.8
Apples,AR,SE,1996,1.7
Apples,AR,SE,1997,1.7
Apples,AR,SE,1998,1.6
Apples,AR,SE,1999,1.5
Apples,AR,SI,1991,2.3
Apples,AR,SI,1992,2.5
Apples,AR,SI,1993,2.5
Apples,AR,SI,1994,3.1
Apples,AR,SI,1995,2.8
Apples,AR,SI,1996,2.9
Apples,AR,SI,1997,3.0
Apples,AR,SI,1998,3.0
Apples,AR,SI,1999,3.0
Apples,AR,SK,1988,6.3
Apples,AR,SK,1989,6.2
Apples,AR,SK,1990,5.9
Apples,AR,SK,1991,5.8
Apples,AR,SK,1992,5.3
Apples,AR,SK,1993,4.5
Apples,AR,SK,1994,4.1
Apples,AR,SK,1995,4.0
Apples,AR,SK,1996,3.5
Apples,AR,SK,1997,3.2
Apples,AR,SK,1998,2.9
Apples,AR,SK,1999,2.6
Apples,AR,UK,1965,53.6
Apples,AR,UK,1966,49.6
Apples,AR,UK,1967,49.3
Apples,AR,UK,1968,45.1
Apples,AR,UK,1969,44.4
Apples,AR,UK,1970,44.3
Apples,AR,UK,1971,43.2
Apples,AR,UK,1972,41.6
Apples,AR,UK,1973,40.0
Apples,AR,UK,1974,39.7
Apples,AR,UK,1975,38.7
Apples,AR,UK,1976,38.0
Apples,AR,UK,1977,36.9
Apples,AR,UK,1978,36.0
Apples,AR,UK,1979,35.4
Apples,AR,UK,1980,33.5
Apples,AR,UK,1981,30.8
Apples,AR,UK,1982,29.9
Apples,AR,UK,1983,28.9
Apples,AR,UK,1984,28.3
Apples,AR,UK,1985,23.8
Apples,AR,UK,1986,23.5
Apples,AR,UK,1987,23.7
Apples,AR,UK,1988,23.1
Apples,AR,UK,1989,22.5
Apples,AR,UK,1990,21.9
Apples,AR,UK,1991,21.5
Apples,AR,UK,1992,20.8
Apples,AR,UK,1993,23.3
Apples,AR,UK,1994,19.6
Apples,AR,UK,1995,17.9
Apples,AR,UK,1996,17.5
Apples,AR,UK,1997,17.6
Apples,AR,UK,1998,17.5
Apples,AR,UK,1999,16.7
Apples,PR,AT,1970,308.8
Apples,PR,AT,1971,243.7
Apples,PR,AT,1972,156.4
Apples,PR,AT,1973,287.5
Apples,PR,AT,1974,324.2
Apples,PR,AT,1975,303.8
Apples,PR,AT,1976,329.3
Apples,PR,AT,1977,263.5
Apples,PR,AT,1978,291.2
Apples,PR,AT,1979,326.4
Apples,PR,AT,1980,329.9
Apples,PR,AT,1981,243.2
Apples,PR,AT,1982,428.8
Apples,PR,AT,1983,326.6
Apples,PR,AT,1984,353.2
Apples,PR,AT,1985,293.2
Apples,PR,AT,1986,368.6
Apples,PR,AT,1987,263.5
Apples,PR,AT,1988,413.1
Apples,PR,AT,1989,321.3
Apples,PR,AT,1990,337.7
Apples,PR,AT,1991,276.9
Apples,PR,AT,1992,268.7
Apples,PR,AT,1993,375.2
Apples,PR,AT,1994,334.3
Apples,PR,AT,1995,383.9
Apples,PR,AT,1996,367.6
Apples,PR,AT,1997,477.3
Apples,PR,AT,1998,416.5
Apples,PR,AT,1999,409.7
Apples,PR,BE,1955,200.0
Apples,PR,BE,1956,200.0
Apples,PR,BE,1957,150.0
Apples,PR,BE,1958,175.0
Apples,PR,BE,1959,150.0
Apples,PR,BE,1960,165.0
Apples,PR,BE,1961,130.0
Apples,PR,BE,1962,130.0
Apples,PR,BE,1963,120.0
Apples,PR,BE,1964,180.0
Apples,PR,BE,1965,165.0
Apples,PR,BE,1966,205.0
Apples,PR,BE,1967,280.0
Apples,PR,BE,1968,175.5
Apples,PR,BE,1969,300.0
Apples,PR,BE,1970,241.0
Apples,PR,BE,1971,271.5
Apples,PR,BE,1972,255.0
Apples,PR,BE,1973,237.5
Apples,PR,BE,1974,201.0
Apples,PR,BE,1975,257.5
Apples,PR,BE,1976,233.6
Apples,PR,BE,1977,114.7
Apples,PR,BE,1978,265.7
Apples,PR,BE,1979,316.7
Apples,PR,BE,1980,322.2
Apples,PR,BE,1981,131.1
Apples,PR,BE,1982,262.5
Apples,PR,BE,1983,200.0
Apples,PR,BE,1984,225.5
Apples,PR,BE,1985,215.6
Apples,PR,BE,1986,262.4
Apples,PR,BE,1987,233.8
Apples,PR,BE,1988,266.2
Apples,PR,BE,1989,315.2
Apples,PR,BE,1990,229.1
Apples,PR,BE,1991,137.4
Apples,PR,BE,1992,481.8
Apples,PR,BE,1993,492.5
Apples,PR,BE,1994,501.6
Apples,PR,BE,1995,508.3
Apples,PR,BE,1996,294.9
Apples,PR,BE,1997,367.1
Apples,PR,BE,1998,406.7
Apples,PR,BE,1999,533.9
Apples,PR,BG,1987,339.0
Apples,PR,BG,1988,334.0
Apples,PR,BG,1989,458.0
Apples,PR,BG,1990,411.0
Apples,PR,BG,1991,145.0
Apples,PR,BG,1992,221.0
Apples,PR,BG,1993,110.0
Apples,PR,BG,1994,76.0
Apples,PR,BG,1995,149.0
Apples,PR,BG,1996,204.0
Apples,PR,BG,1997,161.2
Apples,PR,BG,1998,129.2
Apples,PR,BG,1999,92.0
Apples,PR,CY,1987,7.0
Apples,PR,CY,1988,7.5
Apples,PR,CY,1989,8.2
Apples,PR,CY,1990,8.2
Apples,PR,CY,1991,7.7
Apples,PR,CY,1992,12.0
Apples,PR,CY,1993,11.0
Apples,PR,CY,1994,7.5
Apples,PR,CY,1995,9.3
Apples,PR,CY,1996,10.0
Apples,PR,CY,1997,9.5
Apples,PR,CY,1998,11.0
Apples,PR,CY,1999,11.5
Apples,PR,CZ,1987,226.3
Apples,PR,CZ,1988,371.3
Apples,PR,CZ,1989,427.7
Apples,PR,CZ,1990,267.9
Apples,PR,CZ,1991,338.6
Apples,PR,CZ,1992,236.0
Apples,PR,CZ,1993,308.1
Apples,PR,CZ,1994,244.1
Apples,PR,CZ,1995,225.5
Apples,PR,CZ,1996,251.4
Apples,PR,CZ,1997,291.0
Apples,PR,CZ,1998,283.1
Apples,PR,CZ,1999,264.1
Apples,PR,DE,1965,1205.5
Apples,PR,DE,1966,1473.3
Apples,PR,DE,1967,2273.7
Apples,PR,DE,1968,1569.5
Apples,PR,DE,1969,2572.6
Apples,PR,DE,1970,1776.6
Apples,PR,DE,1971,1979.8
Apples,PR,DE,1972,1238.9
Apples,PR,DE,1973,2015.8
Apples,PR,DE,1974,1281.5
Apples,PR,DE,1975,2035.2
Apples,PR,DE,1976,1487.2
Apples,PR,DE,1977,1175.5
Apples,PR,DE,1978,1783.2
Apples,PR,DE,1979,1950.9
Apples,PR,DE,1980,1880.1
Apples,PR,DE,1981,772.8
Apples,PR,DE,1982,2637.1
Apples,PR,DE,1983,1313.1
Apples,PR,DE,1984,1799.3
Apples,PR,DE,1985,1409.7
Apples,PR,DE,1986,2180.1
Apples,PR,DE,1987,1077.4
Apples,PR,DE,1988,2448.06
Apples,PR,DE,1989,1726.51
Apples,PR,DE,1991,780.8
Apples,PR,DE,1992,1377.8
Apples,PR,DE,1993,882.4
Apples,PR,DE,1994,879.5
Apples,PR,DE,1995,573.3
Apples,PR,DE,1996,878.1
Apples,PR,DE,1997,764.6
Apples,PR,DE,1998,977.2
Apples,PR,DE,1999,1036.1
Apples,PR,DK,1965,86.9
Apples,PR,DK,1966,76.8
Apples,PR,DK,1967,85.1
Apples,PR,DK,1968,84.2
Apples,PR,DK,1969,98.4
Apples,PR,DK,1970,99.9
Apples,PR,DK,1971,101.5
Apples,PR,DK,1972,75.9
Apples,PR,DK,1973,79.9
Apples,PR,DK,1974,71.5
Apples,PR,DK,1975,88.2
Apples,PR,DK,1976,70.6
Apples,PR,DK,1977,89.6
Apples,PR,DK,1978,81.5
Apples,PR,DK,1979,86.6
Apples,PR,DK,1980,63.4
Apples,PR,DK,1981,43.3
Apples,PR,DK,1982,59.5
Apples,PR,DK,1983,47.2
Apples,PR,DK,1984,54.4
Apples,PR,DK,1985,45.1
Apples,PR,DK,1986,56.7
Apples,PR,DK,1987,26.5
Apples,PR,DK,1988,45.0
Apples,PR,DK,1989,52.0
Apples,PR,DK,1990,30.0
Apples,PR,DK,1991,32.3
Apples,PR,DK,1992,43.0
Apples,PR,DK,1993,40.0
Apples,PR,DK,1994,37.5
Apples,PR,DK,1995,30.0
Apples,PR,DK,1996,18.4
Apples,PR,DK,1997,18.4
Apples,PR,DK,1998,20.1
Apples,PR,DK,1999,19.6
Apples,PR,EE,1987,17.2
Apples,PR,EE,1988,9.3
Apples,PR,EE,1989,61.4
Apples,PR,EE,1990,9.8
Apples,PR,EE,1991,9.3
Apples,PR,EE,1992,21.5
Apples,PR,EE,1993,40.0
Apples,PR,EE,1994,14.0
Apples,PR,EE,1995,31.5
Apples,PR,EE,1996,9.2
Apples,PR,EE,1997,20.0
Apples,PR,EE,1998,8.7
Apples,PR,EE,1999,11.4
Apples,PR,ES,1964,321.6
Apples,PR,ES,1965,446.8
Apples,PR,ES,1966,412.2
Apples,PR,ES,1967,378.3
Apples,PR,ES,1968,480.2
Apples,PR,ES,1969,464.8
Apples,PR,ES,1970,483.9
Apples,PR,ES,1971,657.5
Apples,PR,ES,1972,745.2
Apples,PR,ES,1973,1015.1
Apples,PR,ES,1974,1038.2
Apples,PR,ES,1975,1078.7
Apples,PR,ES,1976,1007.3
Apples,PR,ES,1977,729.9
Apples,PR,ES,1978,1072.1
Apples,PR,ES,1979,1161.7
Apples,PR,ES,1980,931.1
Apples,PR,ES,1981,1062.6
Apples,PR,ES,1982,891.7
Apples,PR,ES,1983,1075.5
Apples,PR,ES,1984,1028.0
Apples,PR,ES,1985,1070.0
Apples,PR,ES,1986,817.4
Apples,PR,ES,1987,1043.0
Apples,PR,ES,1988,867.6
Apples,PR,ES,1989,810.0
Apples,PR,ES,1990,656.5
Apples,PR,ES,1991,516.8
Apples,PR,ES,1992,1090.4
Apples,PR,ES,1993,890.5
Apples,PR,ES,1994,773.9
Apples,PR,ES,1995,816.0
