"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","76","false","0","false","0","160","160","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","100","BGR","Bulgaria","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1763","false","0","false","0","1796","1796","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","528","NLD","Netherlands","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1590","false","0","false","0","647","647","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","826","GBR","United Kingdom","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","240","false","0","false","0","199","199","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","380","ITA","Italy","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","963756","false","0","false","0","243147","243147","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","40","AUT","Austria","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2399500","false","0","false","0","353089","353089","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","348","HUN","Hungary","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1002","false","0","false","0","4570","4570","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","276","DEU","Germany","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2084559","false","0","false","0","318450","318450","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","616","POL","Poland","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","1674","false","0","false","0","7835","7835","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","703","SVK","Slovakia","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","847800","false","0","false","0","365781","365781","0","false","true"
"C","M","20160101","2016","1","201601","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H4","HS","true","0808","Apples, pears and quinces; fresh","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","6301960","false","0","false","0","1295674","1295674","0","false","true"
